2026-02-17 02:02:58 configure libtinfo6:amd64 6.4+20240113-1ubuntu2 <none>
2026-02-17 02:02:58 status unpacked libtinfo6:amd64 6.4+20240113-1ubuntu2
2026-02-17 02:02:58 status half-configured libtinfo6:amd64 6.4+20240113-1ubuntu2
2026-02-17 02:02:58 status installed libtinfo6:amd64 6.4+20240113-1ubuntu2
2026-02-17 02:02:58 configure libzstd1:amd64 1.5.5+dfsg2-2build1 <none>
2026-02-17 02:02:58 status unpacked libzstd1:amd64 1.5.5+dfsg2-2build1
2026-02-17 02:02:58 status half-configured libzstd1:amd64 1.5.5+dfsg2-2build1
2026-02-17 02:02:58 status installed libzstd1:amd64 1.5.5+dfsg2-2build1
2026-02-17 02:02:58 configure liblzma5:amd64 5.6.1+really5.4.5-1 <none>
2026-02-17 02:02:58 status unpacked liblzma5:amd64 5.6.1+really5.4.5-1
2026-02-17 02:02:58 status half-configured liblzma5:amd64 5.6.1+really5.4.5-1
2026-02-17 02:02:58 status installed liblzma5:amd64 5.6.1+really5.4.5-1
2026-02-17 02:02:58 configure libgpg-error0:amd64 1.47-3build2 <none>
2026-02-17 02:02:58 status unpacked libgpg-error0:amd64 1.47-3build2
2026-02-17 02:02:58 status half-configured libgpg-error0:amd64 1.47-3build2
2026-02-17 02:02:58 status installed libgpg-error0:amd64 1.47-3build2
2026-02-17 02:02:58 configure libssl3t64:amd64 3.0.13-0ubuntu3 <none>
2026-02-17 02:02:58 status unpacked libssl3t64:amd64 3.0.13-0ubuntu3
2026-02-17 02:02:58 status half-configured libssl3t64:amd64 3.0.13-0ubuntu3
2026-02-17 02:02:58 status installed libssl3t64:amd64 3.0.13-0ubuntu3
2026-02-17 02:02:58 configure liblz4-1:amd64 1.9.4-1build1 <none>
2026-02-17 02:02:58 status unpacked liblz4-1:amd64 1.9.4-1build1
2026-02-17 02:02:58 status half-configured liblz4-1:amd64 1.9.4-1build1
2026-02-17 02:02:58 status installed liblz4-1:amd64 1.9.4-1build1
2026-02-17 02:02:58 configure libc-bin:amd64 2.39-0ubuntu8 <none>
2026-02-17 02:02:58 status unpacked libc-bin:amd64 2.39-0ubuntu8
2026-02-17 02:02:58 status half-configured libc-bin:amd64 2.39-0ubuntu8
2026-02-17 02:02:58 status installed libc-bin:amd64 2.39-0ubuntu8
2026-02-17 02:02:58 configure ncurses-bin:amd64 6.4+20240113-1ubuntu2 <none>
2026-02-17 02:02:58 status unpacked ncurses-bin:amd64 6.4+20240113-1ubuntu2
2026-02-17 02:02:58 status half-configured ncurses-bin:amd64 6.4+20240113-1ubuntu2
2026-02-17 02:02:58 status installed ncurses-bin:amd64 6.4+20240113-1ubuntu2
2026-02-17 02:02:58 configure libacl1:amd64 2.3.2-1build1 <none>
2026-02-17 02:02:58 status triggers-pending libc-bin:amd64 2.39-0ubuntu8
2026-02-17 02:02:58 status unpacked libacl1:amd64 2.3.2-1build1
2026-02-17 02:02:58 status half-configured libacl1:amd64 2.3.2-1build1
2026-02-17 02:02:58 status installed libacl1:amd64 2.3.2-1build1
2026-02-17 02:02:58 configure libsmartcols1:amd64 2.39.3-9ubuntu6 <none>
2026-02-17 02:02:58 status unpacked libsmartcols1:amd64 2.39.3-9ubuntu6
2026-02-17 02:02:58 status half-configured libsmartcols1:amd64 2.39.3-9ubuntu6
2026-02-17 02:02:58 status installed libsmartcols1:amd64 2.39.3-9ubuntu6
2026-02-17 02:02:58 configure libgcrypt20:amd64 1.10.3-2build1 <none>
2026-02-17 02:02:58 status unpacked libgcrypt20:amd64 1.10.3-2build1
2026-02-17 02:02:58 status half-configured libgcrypt20:amd64 1.10.3-2build1
2026-02-17 02:02:58 status installed libgcrypt20:amd64 1.10.3-2build1
2026-02-17 02:02:58 configure zlib1g:amd64 1:1.3.dfsg-3.1ubuntu2 <none>
2026-02-17 02:02:58 status unpacked zlib1g:amd64 1:1.3.dfsg-3.1ubuntu2
2026-02-17 02:02:58 status half-configured zlib1g:amd64 1:1.3.dfsg-3.1ubuntu2
2026-02-17 02:02:58 status installed zlib1g:amd64 1:1.3.dfsg-3.1ubuntu2
2026-02-17 02:02:58 configure libcrypt1:amd64 1:4.4.36-4build1 <none>
2026-02-17 02:02:58 status unpacked libcrypt1:amd64 1:4.4.36-4build1
2026-02-17 02:02:58 status half-configured libcrypt1:amd64 1:4.4.36-4build1
2026-02-17 02:02:58 status installed libcrypt1:amd64 1:4.4.36-4build1
2026-02-17 02:02:58 configure libcom-err2:amd64 1.47.0-2.4~exp1ubuntu4 <none>
2026-02-17 02:02:58 status unpacked libcom-err2:amd64 1.47.0-2.4~exp1ubuntu4
2026-02-17 02:02:58 status half-configured libcom-err2:amd64 1.47.0-2.4~exp1ubuntu4
2026-02-17 02:02:58 status installed libcom-err2:amd64 1.47.0-2.4~exp1ubuntu4
2026-02-17 02:02:58 configure diffutils:amd64 1:3.10-1build1 <none>
2026-02-17 02:02:58 status unpacked diffutils:amd64 1:3.10-1build1
2026-02-17 02:02:58 status half-configured diffutils:amd64 1:3.10-1build1
2026-02-17 02:02:58 status installed diffutils:amd64 1:3.10-1build1
2026-02-17 02:02:58 configure libcap2:amd64 1:2.66-5ubuntu2 <none>
2026-02-17 02:02:58 status unpacked libcap2:amd64 1:2.66-5ubuntu2
2026-02-17 02:02:58 status half-configured libcap2:amd64 1:2.66-5ubuntu2
2026-02-17 02:02:58 status installed libcap2:amd64 1:2.66-5ubuntu2
2026-02-17 02:02:58 configure hostname:amd64 3.23+nmu2ubuntu2 <none>
2026-02-17 02:02:58 status unpacked hostname:amd64 3.23+nmu2ubuntu2
2026-02-17 02:02:58 status half-configured hostname:amd64 3.23+nmu2ubuntu2
2026-02-17 02:02:58 status installed hostname:amd64 3.23+nmu2ubuntu2
2026-02-17 02:02:58 configure libcap-ng0:amd64 0.8.4-2build2 <none>
2026-02-17 02:02:58 status unpacked libcap-ng0:amd64 0.8.4-2build2
2026-02-17 02:02:58 status half-configured libcap-ng0:amd64 0.8.4-2build2
2026-02-17 02:02:58 status installed libcap-ng0:amd64 0.8.4-2build2
2026-02-17 02:02:58 configure libgmp10:amd64 2:6.3.0+dfsg-2ubuntu6 <none>
2026-02-17 02:02:58 status unpacked libgmp10:amd64 2:6.3.0+dfsg-2ubuntu6
2026-02-17 02:02:58 status half-configured libgmp10:amd64 2:6.3.0+dfsg-2ubuntu6
2026-02-17 02:02:58 status installed libgmp10:amd64 2:6.3.0+dfsg-2ubuntu6
2026-02-17 02:02:58 configure libaudit1:amd64 1:3.1.2-2.1build1 <none>
2026-02-17 02:02:58 status unpacked libaudit1:amd64 1:3.1.2-2.1build1
2026-02-17 02:02:58 status half-configured libaudit1:amd64 1:3.1.2-2.1build1
2026-02-17 02:02:58 status installed libaudit1:amd64 1:3.1.2-2.1build1
2026-02-17 02:02:58 configure libuuid1:amd64 2.39.3-9ubuntu6 <none>
2026-02-17 02:02:58 status unpacked libuuid1:amd64 2.39.3-9ubuntu6
2026-02-17 02:02:58 status half-configured libuuid1:amd64 2.39.3-9ubuntu6
2026-02-17 02:02:58 status installed libuuid1:amd64 2.39.3-9ubuntu6
2026-02-17 02:02:58 configure libss2:amd64 1.47.0-2.4~exp1ubuntu4 <none>
2026-02-17 02:02:58 status unpacked libss2:amd64 1.47.0-2.4~exp1ubuntu4
2026-02-17 02:02:58 status half-configured libss2:amd64 1.47.0-2.4~exp1ubuntu4
2026-02-17 02:02:58 status installed libss2:amd64 1.47.0-2.4~exp1ubuntu4
2026-02-17 02:02:58 configure libsepol2:amd64 3.5-2build1 <none>
2026-02-17 02:02:58 status unpacked libsepol2:amd64 3.5-2build1
2026-02-17 02:02:58 status half-configured libsepol2:amd64 3.5-2build1
2026-02-17 02:02:58 status installed libsepol2:amd64 3.5-2build1
2026-02-17 02:02:58 configure libpcre2-8-0:amd64 10.42-4ubuntu2 <none>
2026-02-17 02:02:58 status unpacked libpcre2-8-0:amd64 10.42-4ubuntu2
2026-02-17 02:02:58 status half-configured libpcre2-8-0:amd64 10.42-4ubuntu2
2026-02-17 02:02:58 status installed libpcre2-8-0:amd64 10.42-4ubuntu2
2026-02-17 02:02:58 configure libncursesw6:amd64 6.4+20240113-1ubuntu2 <none>
2026-02-17 02:02:58 status unpacked libncursesw6:amd64 6.4+20240113-1ubuntu2
2026-02-17 02:02:58 status half-configured libncursesw6:amd64 6.4+20240113-1ubuntu2
2026-02-17 02:02:58 status installed libncursesw6:amd64 6.4+20240113-1ubuntu2
2026-02-17 02:02:58 configure logsave:amd64 1.47.0-2.4~exp1ubuntu4 <none>
2026-02-17 02:02:58 status unpacked logsave:amd64 1.47.0-2.4~exp1ubuntu4
2026-02-17 02:02:58 status half-configured logsave:amd64 1.47.0-2.4~exp1ubuntu4
2026-02-17 02:02:58 status installed logsave:amd64 1.47.0-2.4~exp1ubuntu4
2026-02-17 02:02:58 configure libudev1:amd64 255.4-1ubuntu8 <none>
2026-02-17 02:02:58 status unpacked libudev1:amd64 255.4-1ubuntu8
2026-02-17 02:02:58 status half-configured libudev1:amd64 255.4-1ubuntu8
2026-02-17 02:02:58 status installed libudev1:amd64 255.4-1ubuntu8
2026-02-17 02:02:58 configure base-files:amd64 13ubuntu10 <none>
2026-02-17 02:02:58 status unpacked base-files:amd64 13ubuntu10
2026-02-17 02:02:58 status half-configured base-files:amd64 13ubuntu10
2026-02-17 02:02:58 status installed base-files:amd64 13ubuntu10
2026-02-17 02:02:58 configure bash:amd64 5.2.21-2ubuntu4 <none>
2026-02-17 02:02:58 status unpacked bash:amd64 5.2.21-2ubuntu4
2026-02-17 02:02:58 status half-configured bash:amd64 5.2.21-2ubuntu4
2026-02-17 02:02:58 status installed bash:amd64 5.2.21-2ubuntu4
2026-02-17 02:02:58 configure grep:amd64 3.11-4build1 <none>
2026-02-17 02:02:58 status unpacked grep:amd64 3.11-4build1
2026-02-17 02:02:58 status half-configured grep:amd64 3.11-4build1
2026-02-17 02:02:58 status installed grep:amd64 3.11-4build1
2026-02-17 02:02:58 configure e2fsprogs:amd64 1.47.0-2.4~exp1ubuntu4 <none>
2026-02-17 02:02:58 status unpacked e2fsprogs:amd64 1.47.0-2.4~exp1ubuntu4
2026-02-17 02:02:58 status half-configured e2fsprogs:amd64 1.47.0-2.4~exp1ubuntu4
2026-02-17 02:02:59 status installed e2fsprogs:amd64 1.47.0-2.4~exp1ubuntu4
2026-02-17 02:02:59 configure libsystemd0:amd64 255.4-1ubuntu8 <none>
2026-02-17 02:02:59 status unpacked libsystemd0:amd64 255.4-1ubuntu8
2026-02-17 02:02:59 status half-configured libsystemd0:amd64 255.4-1ubuntu8
2026-02-17 02:02:59 status installed libsystemd0:amd64 255.4-1ubuntu8
2026-02-17 02:02:59 configure libselinux1:amd64 3.5-2ubuntu2 <none>
2026-02-17 02:02:59 status unpacked libselinux1:amd64 3.5-2ubuntu2
2026-02-17 02:02:59 status half-configured libselinux1:amd64 3.5-2ubuntu2
2026-02-17 02:02:59 status installed libselinux1:amd64 3.5-2ubuntu2
2026-02-17 02:02:59 configure libpam0g:amd64 1.5.3-5ubuntu5 <none>
2026-02-17 02:02:59 status unpacked libpam0g:amd64 1.5.3-5ubuntu5
2026-02-17 02:02:59 status half-configured libpam0g:amd64 1.5.3-5ubuntu5
2026-02-17 02:02:59 status installed libpam0g:amd64 1.5.3-5ubuntu5
2026-02-17 02:02:59 configure sed:amd64 4.9-2build1 <none>
2026-02-17 02:02:59 status unpacked sed:amd64 4.9-2build1
2026-02-17 02:02:59 status half-configured sed:amd64 4.9-2build1
2026-02-17 02:02:59 status installed sed:amd64 4.9-2build1
2026-02-17 02:02:59 configure libproc2-0:amd64 2:4.0.4-4ubuntu3 <none>
2026-02-17 02:02:59 status unpacked libproc2-0:amd64 2:4.0.4-4ubuntu3
2026-02-17 02:02:59 status half-configured libproc2-0:amd64 2:4.0.4-4ubuntu3
2026-02-17 02:02:59 status installed libproc2-0:amd64 2:4.0.4-4ubuntu3
2026-02-17 02:02:59 configure findutils:amd64 4.9.0-5build1 <none>
2026-02-17 02:02:59 status unpacked findutils:amd64 4.9.0-5build1
2026-02-17 02:02:59 status half-configured findutils:amd64 4.9.0-5build1
2026-02-17 02:02:59 status installed findutils:amd64 4.9.0-5build1
2026-02-17 02:02:59 configure libmount1:amd64 2.39.3-9ubuntu6 <none>
2026-02-17 02:02:59 status unpacked libmount1:amd64 2.39.3-9ubuntu6
2026-02-17 02:02:59 status half-configured libmount1:amd64 2.39.3-9ubuntu6
2026-02-17 02:02:59 status installed libmount1:amd64 2.39.3-9ubuntu6
2026-02-17 02:02:59 configure procps:amd64 2:4.0.4-4ubuntu3 <none>
2026-02-17 02:02:59 status unpacked procps:amd64 2:4.0.4-4ubuntu3
2026-02-17 02:02:59 status half-configured procps:amd64 2:4.0.4-4ubuntu3
2026-02-17 02:02:59 status installed procps:amd64 2:4.0.4-4ubuntu3
2026-02-17 02:02:59 configure libsemanage2:amd64 3.5-1build5 <none>
2026-02-17 02:02:59 status unpacked libsemanage2:amd64 3.5-1build5
2026-02-17 02:02:59 status half-configured libsemanage2:amd64 3.5-1build5
2026-02-17 02:02:59 status installed libsemanage2:amd64 3.5-1build5
2026-02-17 02:02:59 configure base-passwd:amd64 3.6.3build1 <none>
2026-02-17 02:02:59 status unpacked base-passwd:amd64 3.6.3build1
2026-02-17 02:02:59 status half-configured base-passwd:amd64 3.6.3build1
2026-02-17 02:02:59 status installed base-passwd:amd64 3.6.3build1
2026-02-17 02:02:59 configure bsdutils:amd64 1:2.39.3-9ubuntu6 <none>
2026-02-17 02:02:59 status unpacked bsdutils:amd64 1:2.39.3-9ubuntu6
2026-02-17 02:02:59 status half-configured bsdutils:amd64 1:2.39.3-9ubuntu6
2026-02-17 02:02:59 status installed bsdutils:amd64 1:2.39.3-9ubuntu6
2026-02-17 02:02:59 configure tar:amd64 1.35+dfsg-3build1 <none>
2026-02-17 02:02:59 status unpacked tar:amd64 1.35+dfsg-3build1
2026-02-17 02:02:59 status half-configured tar:amd64 1.35+dfsg-3build1
2026-02-17 02:02:59 status installed tar:amd64 1.35+dfsg-3build1
2026-02-17 02:02:59 configure libpam-modules-bin:amd64 1.5.3-5ubuntu5 <none>
2026-02-17 02:02:59 status unpacked libpam-modules-bin:amd64 1.5.3-5ubuntu5
2026-02-17 02:02:59 status half-configured libpam-modules-bin:amd64 1.5.3-5ubuntu5
2026-02-17 02:02:59 status installed libpam-modules-bin:amd64 1.5.3-5ubuntu5
2026-02-17 02:02:59 configure coreutils:amd64 9.4-3ubuntu6 <none>
2026-02-17 02:02:59 status unpacked coreutils:amd64 9.4-3ubuntu6
2026-02-17 02:02:59 status half-configured coreutils:amd64 9.4-3ubuntu6
2026-02-17 02:02:59 status installed coreutils:amd64 9.4-3ubuntu6
2026-02-17 02:02:59 configure util-linux:amd64 2.39.3-9ubuntu6 <none>
2026-02-17 02:02:59 status unpacked util-linux:amd64 2.39.3-9ubuntu6
2026-02-17 02:02:59 status half-configured util-linux:amd64 2.39.3-9ubuntu6
2026-02-17 02:02:59 status installed util-linux:amd64 2.39.3-9ubuntu6
2026-02-17 02:02:59 configure dpkg:amd64 1.22.6ubuntu6 <none>
2026-02-17 02:02:59 status unpacked dpkg:amd64 1.22.6ubuntu6
2026-02-17 02:02:59 status half-configured dpkg:amd64 1.22.6ubuntu6
2026-02-17 02:02:59 status installed dpkg:amd64 1.22.6ubuntu6
2026-02-17 02:02:59 configure mount:amd64 2.39.3-9ubuntu6 <none>
2026-02-17 02:02:59 status unpacked mount:amd64 2.39.3-9ubuntu6
2026-02-17 02:02:59 status half-configured mount:amd64 2.39.3-9ubuntu6
2026-02-17 02:02:59 status installed mount:amd64 2.39.3-9ubuntu6
2026-02-17 02:02:59 configure dash:amd64 0.5.12-6ubuntu5 <none>
2026-02-17 02:02:59 status unpacked dash:amd64 0.5.12-6ubuntu5
2026-02-17 02:02:59 status half-configured dash:amd64 0.5.12-6ubuntu5
2026-02-17 02:02:59 status installed dash:amd64 0.5.12-6ubuntu5
2026-02-17 02:02:59 configure libpam-modules:amd64 1.5.3-5ubuntu5 <none>
2026-02-17 02:02:59 status unpacked libpam-modules:amd64 1.5.3-5ubuntu5
2026-02-17 02:02:59 status half-configured libpam-modules:amd64 1.5.3-5ubuntu5
2026-02-17 02:02:59 status installed libpam-modules:amd64 1.5.3-5ubuntu5
2026-02-17 02:02:59 configure perl-base:amd64 5.38.2-3.2build2 <none>
2026-02-17 02:02:59 status unpacked perl-base:amd64 5.38.2-3.2build2
2026-02-17 02:02:59 status half-configured perl-base:amd64 5.38.2-3.2build2
2026-02-17 02:02:59 status installed perl-base:amd64 5.38.2-3.2build2
2026-02-17 02:02:59 configure gzip:amd64 1.12-1ubuntu3 <none>
2026-02-17 02:02:59 status unpacked gzip:amd64 1.12-1ubuntu3
2026-02-17 02:02:59 status half-configured gzip:amd64 1.12-1ubuntu3
2026-02-17 02:02:59 status installed gzip:amd64 1.12-1ubuntu3
2026-02-17 02:02:59 configure passwd:amd64 1:4.13+dfsg1-4ubuntu3 <none>
2026-02-17 02:02:59 status unpacked passwd:amd64 1:4.13+dfsg1-4ubuntu3
2026-02-17 02:02:59 status half-configured passwd:amd64 1:4.13+dfsg1-4ubuntu3
2026-02-17 02:02:59 status installed passwd:amd64 1:4.13+dfsg1-4ubuntu3
2026-02-17 02:02:59 configure libpam-runtime:all 1.5.3-5ubuntu5 <none>
2026-02-17 02:02:59 status unpacked libpam-runtime:all 1.5.3-5ubuntu5
2026-02-17 02:02:59 status half-configured libpam-runtime:all 1.5.3-5ubuntu5
2026-02-17 02:02:59 status installed libpam-runtime:all 1.5.3-5ubuntu5
2026-02-17 02:02:59 configure login:amd64 1:4.13+dfsg1-4ubuntu3 <none>
2026-02-17 02:02:59 status unpacked login:amd64 1:4.13+dfsg1-4ubuntu3
2026-02-17 02:02:59 status half-configured login:amd64 1:4.13+dfsg1-4ubuntu3
2026-02-17 02:02:59 status installed login:amd64 1:4.13+dfsg1-4ubuntu3
2026-02-17 02:02:59 trigproc libc-bin:amd64 2.39-0ubuntu8 <none>
2026-02-17 02:02:59 status half-configured libc-bin:amd64 2.39-0ubuntu8
2026-02-17 02:02:59 status installed libc-bin:amd64 2.39-0ubuntu8
2026-02-17 02:02:59 startup archives unpack
2026-02-17 02:02:59 install apt:amd64 <none> 2.7.14build2
2026-02-17 02:02:59 status triggers-pending libc-bin:amd64 2.39-0ubuntu8
2026-02-17 02:02:59 status half-installed apt:amd64 2.7.14build2
2026-02-17 02:03:00 status unpacked apt:amd64 2.7.14build2
2026-02-17 02:03:00 install gpgv:amd64 <none> 2.4.4-2ubuntu17
2026-02-17 02:03:00 status half-installed gpgv:amd64 2.4.4-2ubuntu17
2026-02-17 02:03:00 status unpacked gpgv:amd64 2.4.4-2ubuntu17
2026-02-17 02:03:00 install libapt-pkg6.0t64:amd64 <none> 2.7.14build2
2026-02-17 02:03:00 status half-installed libapt-pkg6.0t64:amd64 2.7.14build2
2026-02-17 02:03:00 status unpacked libapt-pkg6.0t64:amd64 2.7.14build2
2026-02-17 02:03:00 install libassuan0:amd64 <none> 2.5.6-1build1
2026-02-17 02:03:00 status half-installed libassuan0:amd64 2.5.6-1build1
2026-02-17 02:03:00 status unpacked libassuan0:amd64 2.5.6-1build1
2026-02-17 02:03:00 install libffi8:amd64 <none> 3.4.6-1build1
2026-02-17 02:03:00 status half-installed libffi8:amd64 3.4.6-1build1
2026-02-17 02:03:00 status unpacked libffi8:amd64 3.4.6-1build1
2026-02-17 02:03:00 install libgnutls30t64:amd64 <none> 3.8.3-1.1ubuntu3
2026-02-17 02:03:00 status half-installed libgnutls30t64:amd64 3.8.3-1.1ubuntu3
2026-02-17 02:03:00 status unpacked libgnutls30t64:amd64 3.8.3-1.1ubuntu3
2026-02-17 02:03:00 install libhogweed6t64:amd64 <none> 3.9.1-2.2build1
2026-02-17 02:03:00 status half-installed libhogweed6t64:amd64 3.9.1-2.2build1
2026-02-17 02:03:00 status unpacked libhogweed6t64:amd64 3.9.1-2.2build1
2026-02-17 02:03:00 install libidn2-0:amd64 <none> 2.3.7-2build1
2026-02-17 02:03:00 status half-installed libidn2-0:amd64 2.3.7-2build1
2026-02-17 02:03:00 status unpacked libidn2-0:amd64 2.3.7-2build1
2026-02-17 02:03:00 install libnettle8t64:amd64 <none> 3.9.1-2.2build1
2026-02-17 02:03:00 status half-installed libnettle8t64:amd64 3.9.1-2.2build1
2026-02-17 02:03:00 status unpacked libnettle8t64:amd64 3.9.1-2.2build1
2026-02-17 02:03:00 install libnpth0t64:amd64 <none> 1.6-3.1build1
2026-02-17 02:03:00 status half-installed libnpth0t64:amd64 1.6-3.1build1
2026-02-17 02:03:00 status unpacked libnpth0t64:amd64 1.6-3.1build1
2026-02-17 02:03:00 install libp11-kit0:amd64 <none> 0.25.3-4ubuntu2
2026-02-17 02:03:00 status half-installed libp11-kit0:amd64 0.25.3-4ubuntu2
2026-02-17 02:03:00 status unpacked libp11-kit0:amd64 0.25.3-4ubuntu2
2026-02-17 02:03:00 install libseccomp2:amd64 <none> 2.5.5-1ubuntu3
2026-02-17 02:03:00 status half-installed libseccomp2:amd64 2.5.5-1ubuntu3
2026-02-17 02:03:00 status unpacked libseccomp2:amd64 2.5.5-1ubuntu3
2026-02-17 02:03:00 install libstdc++6:amd64 <none> 14-20240412-0ubuntu1
2026-02-17 02:03:00 status half-installed libstdc++6:amd64 14-20240412-0ubuntu1
2026-02-17 02:03:00 status unpacked libstdc++6:amd64 14-20240412-0ubuntu1
2026-02-17 02:03:00 install libtasn1-6:amd64 <none> 4.19.0-3build1
2026-02-17 02:03:00 status half-installed libtasn1-6:amd64 4.19.0-3build1
2026-02-17 02:03:00 status unpacked libtasn1-6:amd64 4.19.0-3build1
2026-02-17 02:03:00 install libunistring5:amd64 <none> 1.1-2build1
2026-02-17 02:03:00 status half-installed libunistring5:amd64 1.1-2build1
2026-02-17 02:03:00 status unpacked libunistring5:amd64 1.1-2build1
2026-02-17 02:03:00 install libxxhash0:amd64 <none> 0.8.2-2build1
2026-02-17 02:03:00 status half-installed libxxhash0:amd64 0.8.2-2build1
2026-02-17 02:03:00 status unpacked libxxhash0:amd64 0.8.2-2build1
2026-02-17 02:03:00 install ubuntu-keyring:all <none> 2023.11.28.1
2026-02-17 02:03:00 status half-installed ubuntu-keyring:all 2023.11.28.1
2026-02-17 02:03:00 status unpacked ubuntu-keyring:all 2023.11.28.1
2026-02-17 02:03:00 trigproc libc-bin:amd64 2.39-0ubuntu8 <none>
2026-02-17 02:03:00 status half-configured libc-bin:amd64 2.39-0ubuntu8
2026-02-17 02:03:00 status installed libc-bin:amd64 2.39-0ubuntu8
2026-02-17 02:03:00 startup packages configure
2026-02-17 02:03:00 configure libnpth0t64:amd64 1.6-3.1build1 <none>
2026-02-17 02:03:00 status triggers-pending libc-bin:amd64 2.39-0ubuntu8
2026-02-17 02:03:00 status unpacked libnpth0t64:amd64 1.6-3.1build1
2026-02-17 02:03:00 status half-configured libnpth0t64:amd64 1.6-3.1build1
2026-02-17 02:03:00 status installed libnpth0t64:amd64 1.6-3.1build1
2026-02-17 02:03:00 configure libassuan0:amd64 2.5.6-1build1 <none>
2026-02-17 02:03:00 status unpacked libassuan0:amd64 2.5.6-1build1
2026-02-17 02:03:00 status half-configured libassuan0:amd64 2.5.6-1build1
2026-02-17 02:03:00 status installed libassuan0:amd64 2.5.6-1build1
2026-02-17 02:03:00 configure ubuntu-keyring:all 2023.11.28.1 <none>
2026-02-17 02:03:00 status unpacked ubuntu-keyring:all 2023.11.28.1
2026-02-17 02:03:00 status half-configured ubuntu-keyring:all 2023.11.28.1
2026-02-17 02:03:00 status installed ubuntu-keyring:all 2023.11.28.1
2026-02-17 02:03:00 configure libseccomp2:amd64 2.5.5-1ubuntu3 <none>
2026-02-17 02:03:00 status unpacked libseccomp2:amd64 2.5.5-1ubuntu3
2026-02-17 02:03:00 status half-configured libseccomp2:amd64 2.5.5-1ubuntu3
2026-02-17 02:03:00 status installed libseccomp2:amd64 2.5.5-1ubuntu3
2026-02-17 02:03:00 configure libnettle8t64:amd64 3.9.1-2.2build1 <none>
2026-02-17 02:03:00 status unpacked libnettle8t64:amd64 3.9.1-2.2build1
2026-02-17 02:03:00 status half-configured libnettle8t64:amd64 3.9.1-2.2build1
2026-02-17 02:03:00 status installed libnettle8t64:amd64 3.9.1-2.2build1
2026-02-17 02:03:00 configure libunistring5:amd64 1.1-2build1 <none>
2026-02-17 02:03:00 status unpacked libunistring5:amd64 1.1-2build1
2026-02-17 02:03:00 status half-configured libunistring5:amd64 1.1-2build1
2026-02-17 02:03:00 status installed libunistring5:amd64 1.1-2build1
2026-02-17 02:03:00 configure libffi8:amd64 3.4.6-1build1 <none>
2026-02-17 02:03:00 status unpacked libffi8:amd64 3.4.6-1build1
2026-02-17 02:03:00 status half-configured libffi8:amd64 3.4.6-1build1
2026-02-17 02:03:00 status installed libffi8:amd64 3.4.6-1build1
2026-02-17 02:03:00 configure libhogweed6t64:amd64 3.9.1-2.2build1 <none>
2026-02-17 02:03:00 status unpacked libhogweed6t64:amd64 3.9.1-2.2build1
2026-02-17 02:03:00 status half-configured libhogweed6t64:amd64 3.9.1-2.2build1
2026-02-17 02:03:00 status installed libhogweed6t64:amd64 3.9.1-2.2build1
2026-02-17 02:03:00 configure gpgv:amd64 2.4.4-2ubuntu17 <none>
2026-02-17 02:03:00 status unpacked gpgv:amd64 2.4.4-2ubuntu17
2026-02-17 02:03:00 status half-configured gpgv:amd64 2.4.4-2ubuntu17
2026-02-17 02:03:00 status installed gpgv:amd64 2.4.4-2ubuntu17
2026-02-17 02:03:00 configure libxxhash0:amd64 0.8.2-2build1 <none>
2026-02-17 02:03:00 status unpacked libxxhash0:amd64 0.8.2-2build1
2026-02-17 02:03:00 status half-configured libxxhash0:amd64 0.8.2-2build1
2026-02-17 02:03:00 status installed libxxhash0:amd64 0.8.2-2build1
2026-02-17 02:03:00 configure libtasn1-6:amd64 4.19.0-3build1 <none>
2026-02-17 02:03:00 status unpacked libtasn1-6:amd64 4.19.0-3build1
2026-02-17 02:03:00 status half-configured libtasn1-6:amd64 4.19.0-3build1
2026-02-17 02:03:00 status installed libtasn1-6:amd64 4.19.0-3build1
2026-02-17 02:03:00 configure libstdc++6:amd64 14-20240412-0ubuntu1 <none>
2026-02-17 02:03:00 status unpacked libstdc++6:amd64 14-20240412-0ubuntu1
2026-02-17 02:03:00 status half-configured libstdc++6:amd64 14-20240412-0ubuntu1
2026-02-17 02:03:00 status installed libstdc++6:amd64 14-20240412-0ubuntu1
2026-02-17 02:03:00 configure libidn2-0:amd64 2.3.7-2build1 <none>
2026-02-17 02:03:00 status unpacked libidn2-0:amd64 2.3.7-2build1
2026-02-17 02:03:00 status half-configured libidn2-0:amd64 2.3.7-2build1
2026-02-17 02:03:00 status installed libidn2-0:amd64 2.3.7-2build1
2026-02-17 02:03:00 configure libp11-kit0:amd64 0.25.3-4ubuntu2 <none>
2026-02-17 02:03:00 status unpacked libp11-kit0:amd64 0.25.3-4ubuntu2
2026-02-17 02:03:00 status half-configured libp11-kit0:amd64 0.25.3-4ubuntu2
2026-02-17 02:03:00 status installed libp11-kit0:amd64 0.25.3-4ubuntu2
2026-02-17 02:03:00 configure libapt-pkg6.0t64:amd64 2.7.14build2 <none>
2026-02-17 02:03:00 status unpacked libapt-pkg6.0t64:amd64 2.7.14build2
2026-02-17 02:03:00 status half-configured libapt-pkg6.0t64:amd64 2.7.14build2
2026-02-17 02:03:00 status installed libapt-pkg6.0t64:amd64 2.7.14build2
2026-02-17 02:03:00 configure libgnutls30t64:amd64 3.8.3-1.1ubuntu3 <none>
